Player,AHL.Season,AHL.GP,AHL.Goals,AHL.Assists,AHL.Fights,AHL.Points,NHL.Season,NHL.GP,NHL.Goals,NHL.Assists,NHL.Fights,NHL.Points,WHL.Seasons,WHL.GP,WHL.Goals,WHL.Assists,WHL.Fights,WHL.Points
J.C. Lipon,2,147,14,53,29,67,0,0,0,0,0,0,3,187,25,74,28,99
Joey Hope,2,86,1,6,0,7,0,0,0,0,0,0,3,187,28,81,21,109
Josh Winquist,2,47,8,11,1,19,0,0,0,0,0,0,3,183,30,42,2,72
Judd Blackwater,2,38,4,1,2,5,0,0,0,0,0,0,3,171,50,64,20,114
Justin Bernhardt,1,14,1,2,0,3,0,0,0,0,0,0,6,307,103,139,22,242
Keegan Dansereau,1,26,4,3,0,7,0,0,0,0,0,0,6,311,108,133,5,241
Kevin Saurette,2,27,2,2,0,4,0,0,0,0,0,0,3,153,15,30,3,45
Kyle Kos,3,27,1,2,1,3,0,0,0,0,0,0,2,136,16,64,4,80
Matt McCue,1,10,1,0,4,1,0,0,0,0,0,0,6,247,15,48,46,63
Mike Varhaug,3,13,0,1,5,1,0,0,0,0,0,0,2,66,1,2,31,3
Mitch Fadden,1,53,7,12,0,19,0,0,0,0,0,0,6,339,136,182,6,318
Nathan Deck,1,33,1,7,0,8,0,0,0,0,0,0,6,276,22,96,2,118
Ondrej Roman,2,112,10,20,0,30,0,0,0,0,0,0,3,172,29,111,1,140
Reid Petryk,2,37,4,9,1,13,0,0,0,0,0,0,3,188,32,32,10,64
Riley Emmerson,3,46,0,0,20,0,0,0,0,0,0,0,2,101,1,1,24,2
Robin Figren,3,141,17,21,1,38,0,0,0,0,0,0,2,97,28,30,0,58
Rory Rawlyk,3,33,2,6,0,8,0,0,0,0,0,0,2,120,16,31,1,47
Taylor Aronson,3,99,3,32,1,35,0,0,0,0,0,0,2,142,10,57,2,67
Trevor Johnson,1,3,0,0,1,0,0,0,0,0,0,0,6,394,62,177,29,239
Troy Bourke,2,76,12,17,0,29,0,0,0,0,0,0,3,144,40,61,3,101
William Wrenn,3,93,5,12,10,17,0,0,0,0,0,0,2,89,5,24,2,29
Art Bidlevskii,1,10,0,1,4,1,0,0,0,0,0,0,5,316,5,41,56,46
Bobby Russell,5,153,14,15,0,29,0,0,0,0,0,0,1,72,32,43,1,75
Brad Zanon,1,4,0,0,0,0,0,0,0,0,0,0,5,328,23,72,23,95
Brady Leavold,1,4,0,0,0,0,0,0,0,0,0,0,5,200,47,73,30,120
Cameron Cepek,1,3,0,0,0,0,0,0,0,0,0,0,5,263,20,73,35,93
Chris Cloud,1,10,0,0,3,0,0,0,0,0,0,0,5,294,38,52,61,90
Chris Durand,1,3,0,0,0,0,0,0,0,0,0,0,5,330,78,125,8,203
Colton Yellowhorn,1,28,6,12,0,18,0,0,0,0,0,0,5,330,153,196,5,349
Darren McLachlan,1,11,1,0,5,1,0,0,0,0,0,0,5,215,47,70,79,117
Greg Black,1,39,4,5,12,9,0,0,0,0,0,0,5,258,80,63,53,143
Greg Gardner,1,5,0,0,0,0,0,0,0,0,0,0,5,338,54,65,7,119
James Hiebert,1,6,0,0,2,0,0,0,0,0,0,0,5,242,70,104,30,174
Jason Bast,1,2,0,0,0,0,0,0,0,0,0,0,5,331,114,140,1,254
Justin Weller,1,3,0,0,0,0,0,0,0,0,0,0,5,259,9,32,22,41
Kevin King,1,5,0,0,0,0,0,0,0,0,0,0,5,335,95,131,14,226
Kyle Bailey,1,5,0,0,0,0,0,0,0,0,0,0,5,263,55,105,33,160
Luke Fritshaw,1,1,0,0,0,0,0,0,0,0,0,0,5,270,14,75,25,89
Mark Isherwood,1,2,0,0,0,0,0,0,0,0,0,0,5,268,44,84,23,128
Ryan Cuthbert,1,11,0,3,2,3,0,0,0,0,0,0,5,319,59,105,32,164
Shaun Landolt,1,4,0,0,0,0,0,0,0,0,0,0,5,284,60,81,15,141
Shayne Neigum,1,8,0,0,3,0,0,0,0,0,0,0,5,267,35,34,47,69
A.J. Thelen,2,10,0,0,0,0,0,0,0,0,0,0,2,125,21,36,3,57
Adam Courchaine,1,10,0,0,0,0,0,0,0,0,0,0,4,285,131,152,0,283
Adam Smith,2,93,8,9,8,17,0,0,0,0,0,0,2,20,0,0,6,0
Alex Leavitt,2,43,13,21,0,34,0,0,0,0,0,0,2,135,43,87,3,130
Andrew Clark,1,35,7,12,0,19,0,0,0,0,0,0,4,254,93,123,5,216
Andrew Luciuk,4,6,2,0,0,2,0,0,0,0,0,0,1,63,30,46,3,76
Ben Johnson,2,33,1,2,0,3,0,0,0,0,0,0,2,31,2,5,1,7
Ben Wilson,2,38,0,3,8,3,0,0,0,0,0,0,2,138,8,29,26,37
Branden Troock,2,50,6,9,1,15,0,0,0,0,0,0,2,67,16,16,2,32
Brett Lyon,1,5,0,0,5,0,0,0,0,0,0,0,4,224,21,41,56,62
Chandler Stephenson,2,56,8,7,0,15,0,0,0,0,0,0,2,115,29,32,0,61
Chris Barr,1,9,0,2,1,2,0,0,0,0,0,0,4,239,12,30,21,42
Chris Francis,1,4,1,1,0,2,0,0,0,0,0,0,4,279,66,123,0,189
Cody Sylvester,1,17,2,0,0,2,0,0,0,0,0,0,4,247,56,83,11,139
Cory Morgan,2,7,0,3,0,3,0,0,0,0,0,0,2,135,57,58,13,115
Dan Baum,1,37,4,6,12,10,0,0,0,0,0,0,4,258,79,100,65,179
David Rutherford,1,18,1,6,0,7,0,0,0,0,0,0,4,163,57,54,10,111
David Svagrovsky,2,30,0,2,1,2,0,0,0,0,0,0,2,120,23,36,2,59
Derek LeBlanc,1,11,0,1,0,1,0,0,0,0,0,0,4,244,49,52,23,101
Frank Mrazek,2,67,4,13,0,17,0,0,0,0,0,0,2,125,64,66,5,130
Gennady Razin,4,258,7,38,2,45,0,0,0,0,0,0,1,70,2,11,0,13
Giffen Nyren,1,15,1,3,0,4,0,0,0,0,0,0,4,269,28,97,9,125
Graham Black,2,48,7,7,0,14,0,0,0,0,0,0,2,77,18,34,1,52
Greg Phillips,4,168,44,29,13,73,0,0,0,0,0,0,1,69,34,49,9,83
Harlan Anderson,1,9,0,0,0,0,0,0,0,0,0,0,4,258,32,107,5,139
Jake Riddle,1,6,0,0,0,0,0,0,0,0,0,0,4,274,79,87,25,166
James DeMone,1,55,1,8,5,9,0,0,0,0,0,0,4,232,7,36,37,43
James McEwan,1,4,0,0,2,0,0,0,0,0,0,0,4,208,7,10,73,17
Joel Edmundson,2,94,8,12,6,20,0,0,0,0,0,0,2,127,6,37,14,43
Juraj Simek,4,236,40,44,2,84,0,0,0,0,0,0,1,58,28,29,1,57
Justin Feser,1,6,0,2,0,2,0,0,0,0,0,0,4,278,111,136,4,247
Juuso Puustinen,2,128,31,32,0,63,0,0,0,0,0,0,2,124,59,65,2,124
Kenton Miller,1,6,0,0,0,0,0,0,0,0,0,0,4,240,60,57,10,117
Kurt Drummond,2,86,3,7,0,10,0,0,0,0,0,0,2,123,18,76,3,94
Lucas Bloodoff,1,0,0,0,0,0,0,0,0,0,0,0,4,259,64,60,19,124
Luke Curtin,4,18,1,6,0,7,0,0,0,0,0,0,1,51,29,48,0,77
Marcel Noebels,2,95,16,18,1,34,0,0,0,0,0,0,2,128,48,64,1,112
Marek Tvrdon,2,52,10,19,0,29,0,0,0,0,0,0,2,72,37,48,1,85
Martin Sagat,2,131,17,19,1,36,0,0,0,0,0,0,2,129,28,78,2,106
Marty Standish,2,15,2,6,2,8,0,0,0,0,0,0,2,141,55,67,9,122
Matej Stransky,2,135,16,26,2,42,0,0,0,0,0,0,2,141,53,54,2,107
Michael St. Croix,1,13,0,0,0,0,0,0,0,0,0,0,4,208,91,137,1,228
Mike Bayrack,2,4,0,1,0,1,0,0,0,0,0,0,2,136,58,71,12,129
Myles Bell,1,2,0,0,0,0,0,0,0,0,0,0,4,189,33,72,7,105
Oliver Gabriel,1,11,1,0,0,1,0,0,0,0,0,0,4,171,47,62,12,109
Randy McNaught,1,1,0,0,0,0,0,0,0,0,0,0,4,154,15,12,34,27
Reagan Rome,2,40,1,10,1,11,0,0,0,0,0,0,2,48,0,1,3,1
Richard Nedomlel,2,3,0,0,0,0,0,0,0,0,0,0,2,138,10,46,10,56
Rob Voltera,4,136,3,9,49,12,0,0,0,0,0,0,1,20,2,3,2,5
Robin Soudek,1,3,1,0,0,1,0,0,0,0,0,0,4,250,70,81,17,151
Ryan Pulock,2,57,17,13,0,30,0,0,0,0,0,0,2,134,27,75,0,102
Shane McColgan,1,5,0,0,0,0,0,0,0,0,0,0,4,212,65,137,8,202
Shawn Legault,4,15,0,0,17,0,0,0,0,0,0,0,1,2,0,0,0,0
Shawn Limpright,1,45,9,9,5,18,0,0,0,0,0,0,4,264,93,127,21,220
Shea Theodore,2,13,4,7,0,11,0,0,0,0,0,0,2,73,4,31,0,35
Spencer Asuchak,1,18,2,4,3,6,0,0,0,0,0,0,4,224,49,46,10,95
Spencer Bennett,2,11,2,1,0,3,0,0,0,0,0,0,2,143,56,54,3,110
Tomas Slovak,2,101,3,16,3,19,0,0,0,0,0,0,2,118,20,77,1,97
Trevor Cheek,2,112,9,14,4,23,0,0,0,0,0,0,2,124,33,41,4,74
Tristan King,1,11,2,2,0,4,0,0,0,0,0,0,4,250,50,91,7,141
Zach Yuen,1,3,0,0,1,0,0,0,0,0,0,0,4,184,21,53,2,74
Antoine Corbin,1,30,1,2,0,3,0,0,0,0,0,0,3,187,25,43,7,68
Boris Protsenko,3,131,39,45,3,84,0,0,0,0,0,0,1,70,40,47,5,87
Brock Montgomery,1,6,0,0,1,0,0,0,0,0,0,0,3,185,34,37,21,71
Cam Reid,3,70,6,18,1,24,0,0,0,0,0,0,1,31,13,19,0,32
Corey Fienhage,3,27,0,4,0,4,0,0,0,0,0,0,1,70,4,10,4,14
Curtis Valk,1,1,0,0,0,0,0,0,0,0,0,0,3,127,32,40,2,72
David Kaczowka,1,1,0,0,0,0,0,0,0,0,0,0,3,186,10,11,110,21
Derek Schutz,1,20,1,2,0,3,0,0,0,0,0,0,3,188,59,90,24,149
Dyson Stevenson,1,6,0,0,1,0,0,0,0,0,0,0,3,124,21,28,25,49
Graeme Craig,1,1,0,0,0,0,0,0,0,0,0,0,3,189,5,19,12,24
Jake Doty,1,14,2,4,2,6,0,0,0,0,0,0,3,130,6,8,40,14
Jan Fadrny,1,60,8,14,1,22,0,0,0,0,0,0,3,158,63,88,2,151
Jared Smyth,1,2,0,0,0,0,0,0,0,0,0,0,3,197,30,47,19,77
Kendall McFaull,1,2,0,1,0,1,0,0,0,0,0,0,3,198,11,24,8,35
Kenton Smith,1,9,0,1,0,1,0,0,0,0,0,0,3,209,33,107,7,140
Les Borsheim,1,16,0,1,3,1,0,0,0,0,0,0,3,102,7,24,15,31
Lukas Sutter,1,17,0,1,1,1,0,0,0,0,0,0,3,148,32,47,28,79
Mike Aviani,1,2,0,0,0,0,0,0,0,0,0,0,3,133,21,37,10,58
Mitch Holmberg,1,1,0,1,0,1,0,0,0,0,0,0,3,176,46,52,0,98
Mitch Versteeg,1,3,0,0,0,0,0,0,0,0,0,0,3,148,12,29,23,41
Mitchell Moroz,1,66,5,4,13,9,0,0,0,0,0,0,3,74,16,10,19,26
Robin Gomez,1,3,0,0,3,0,0,0,0,0,0,0,3,187,22,40,81,62
Ryan Constant,3,26,1,2,1,3,0,0,0,0,0,0,1,2,0,0,0,0
Ryan Olsen,1,60,4,5,2,9,0,0,0,0,0,0,3,135,22,24,3,46
Stefan Cherneski,3,40,2,9,4,11,0,0,0,0,0,0,1,65,43,38,13,81
Steven Hodges,1,23,1,1,0,2,0,0,0,0,0,0,3,135,26,33,2,59
Steven Later,1,11,0,1,0,1,0,0,0,0,0,0,3,139,18,58,30,76
Trevor Baker,3,41,2,4,2,6,0,0,0,0,0,0,1,19,4,2,7,6
Andrei Lupandin,1,5,1,0,0,1,0,0,0,0,0,0,2,135,43,78,20,121
Brad Mehalko,2,68,10,18,8,28,0,0,0,0,0,0,1,55,26,49,5,75
Brady Austin,1,66,1,9,1,10,0,0,0,0,0,0,2,112,1,6,42,7
Brendan Leipsic,1,74,14,40,0,54,0,0,0,0,0,0,2,133,44,47,7,91
Clint Cabana,2,34,0,4,8,4,0,0,0,0,0,0,1,51,2,6,16,8
Cody Blanshan,1,6,0,0,1,0,0,0,0,0,0,0,2,139,10,28,16,38
Collin Valcourt,1,1,0,0,0,0,0,0,0,0,0,0,2,122,24,31,16,55
David Turon,2,35,2,4,0,6,0,0,0,0,0,0,1,36,3,6,0,9
Fredrik Pettersson,1,67,11,21,0,32,0,0,0,0,0,0,2,111,43,50,1,93
Glenn Olson,2,55,1,2,20,3,0,0,0,0,0,0,1,41,2,1,12,3
Greg Chase,1,5,1,0,0,1,0,0,0,0,0,0,2,65,6,22,1,28
Gustav Engman,1,5,0,1,0,1,0,0,0,0,0,0,2,126,10,17,6,27
Hunter Shinkaruk,1,74,16,15,0,31,0,0,0,0,0,0,2,129,63,70,0,133
Jack Rodewald,1,9,0,1,0,1,0,0,0,0,0,0,2,70,6,6,3,12
Jay Banach,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Jeff Lee,1,2,0,0,0,0,0,0,0,0,0,0,2,119,29,52,6,81
Josh Birkholz,1,4,0,0,0,0,0,0,0,0,0,0,2,138,47,39,3,86
Justin Hickman,1,5,1,0,0,1,0,0,0,0,0,0,2,117,12,12,11,24
Kevin Marsh,1,2,0,0,0,0,0,0,0,0,0,0,2,105,47,54,0,101
Kirill Starkov,2,29,5,6,0,11,0,0,0,0,0,0,1,72,34,37,1,71
Kristians Pelss,1,20,1,7,0,8,0,0,0,0,0,0,2,126,42,41,5,83
Kyle Burroughs,1,9,0,0,0,0,0,0,0,0,0,0,2,56,2,6,6,8
Luc Theoret,1,25,1,4,1,5,0,0,0,0,0,0,2,114,25,76,5,101
Martin Gernat,2,111,5,25,0,30,0,0,0,0,0,0,1,60,9,46,0,55
Mason Geertsen,1,9,0,0,0,0,0,0,0,0,0,0,2,37,0,3,8,3
Matthew Pufahl,1,5,1,0,0,1,0,0,0,0,0,0,2,75,2,13,2,15
Michael Young,1,1,0,0,0,0,0,0,0,0,0,0,2,17,0,2,0,2
Mike Ullrich,1,12,1,2,0,3,0,0,0,0,0,0,2,36,2,4,1,6
Nick Walters,1,4,0,0,0,0,0,0,0,0,0,0,2,110,6,16,12,22
Quinn Hancock,2,70,10,21,0,31,0,0,0,0,0,0,1,69,54,58,1,112
Ryan Wade,1,1,0,0,0,0,0,0,0,0,0,0,2,115,52,65,4,117
Shane Belter,2,56,4,9,3,13,0,0,0,0,0,0,1,65,22,39,1,61
Shawn McNeil,1,1,0,0,0,0,0,0,0,0,0,0,2,144,91,121,2,212
Stefan Warg,1,21,0,1,0,1,0,0,0,0,0,0,2,134,1,36,3,37
Todd Robinson,1,15,2,7,0,9,0,0,0,0,0,0,2,107,57,109,0,166
Trevor Wasyluk,1,47,6,7,0,13,0,0,0,0,0,0,2,99,32,46,11,78
Zdenek Bahensky,1,13,0,1,0,1,0,0,0,0,0,0,2,131,33,53,4,86
Adam Ross,1,4,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,2
Ben Walker,1,36,1,3,0,4,0,0,0,0,0,0,1,46,8,26,2,34
Brayden Point,1,9,2,2,0,4,0,0,0,0,0,0,1,5,1,0,0,1
Brett Lernout,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Brycen Martin,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Calder Brooks,1,3,0,0,0,0,0,0,0,0,0,0,1,53,5,19,2,24
Chad Wilchynski,1,6,0,0,0,0,0,0,0,0,0,0,1,39,9,24,1,33
Cody Corbett,1,47,3,3,0,6,0,0,0,0,0,0,1,54,6,20,0,26
Colby Cave,1,1,0,0,0,0,0,0,0,0,0,0,1,70,6,10,3,16
Cole Ully,1,2,0,1,0,1,0,0,0,0,0,0,1,55,9,11,0,20
Cory Cyrenne,1,7,0,2,0,2,0,0,0,0,0,0,1,72,47,71,0,118
David Toews,1,2,0,0,0,0,0,0,0,0,0,0,1,60,20,28,0,48
Dillon Heatherington,1,3,0,1,0,1,0,0,0,0,0,0,1,57,2,8,3,10
Haydn Fleury,1,1,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0
Jackson Houck,1,7,0,1,0,1,0,0,0,0,0,0,1,53,8,12,5,20
Jason Norrie,1,7,0,0,3,0,0,0,0,0,0,0,1,63,18,25,25,43
Jayden Hart,1,11,4,0,1,4,0,0,0,0,0,0,1,67,13,19,3,32
Jesse Mychan,1,3,0,0,0,0,0,0,0,0,0,0,1,44,10,9,15,19
John McNabb,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
John Morlang,1,25,2,2,1,4,0,0,0,0,0,0,1,4,1,1,0,2
Josh Morrissey,1,8,0,1,0,1,0,0,0,0,0,0,1,68,10,28,2,38
Justin Coutu,1,4,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,2
Keegan Kanzig,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0,2,6,2
Kent Sauer,1,4,0,0,0,0,0,0,0,0,0,0,1,65,12,13,6,25
Kevin McDonald,1,8,0,0,2,0,0,0,0,0,0,0,1,70,26,16,20,42
Marc McNulty,1,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
Marek Ivan,1,7,0,2,0,2,0,0,0,0,0,0,1,70,24,19,9,43
Morgan Klimchuk,1,4,0,0,0,0,0,0,0,0,0,0,1,67,18,18,0,36
Pat Stachniak,1,2,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,0
Scott Burt,1,1,0,0,0,0,0,0,0,0,0,0,1,68,41,36,5,77
Tanner Eberle,1,6,0,0,0,0,0,0,0,0,0,0,1,66,10,18,5,28
Taylor Leier,1,73,13,18,1,31,0,0,0,0,0,0,1,72,13,24,2,37
Taylor Stefishen,1,4,0,1,0,1,0,0,0,0,0,0,1,68,24,43,4,67
Tim Bozon,1,1,0,0,0,0,0,0,0,0,0,0,1,71,36,35,2,71
Tommi Kivisto,1,17,0,2,0,2,0,0,0,0,0,0,1,65,1,21,3,22
Toni Rajala,1,46,17,28,0,45,0,0,0,0,0,0,1,60,26,37,0,63
Tony Mohagen,1,1,0,0,1,0,0,0,0,0,0,0,1,62,7,11,31,18
