Players,AHLPPG,AHL FPG,AHL GP,NHL PPG,NHLFPG,NHL GP,WHLPPG,WHLFPG,WHL GP
Alec Martinez,0.469387755,0.006802721,147,0.243478261,0,115,0,0,0
John Pohl,0.924836601,0.006535948,306,0.330434783,0.008695652,115,0,0,0
Francis Lessard,0.125,0.37012987,616,0.034782609,0.295652174,115,0,0,0
Russ Courtnall,0,0,0,0.32173913,0.017391304,115,0,0,0
Philippe Dupuis,0.558394161,0,274,0.155172414,0.00862069,116,0,0,0
Dan Kesa,0,0,0,0.205128205,0.017094017,117,0,0,0
Thomas Pock,0.731034483,0.006896552,145,0.144067797,0,118,0,0,0
Tim Stapleton,0.920454545,0,176,0.313559322,0,118,0,0,0
Eric Nickulas,0.694524496,0.014409222,347,0.322033898,0,118,0,0,0
Cam Stewart,0,0,0,0.243697479,0.016806723,119,0,0,0
Mathieu Perreault,0.808383234,0.011976048,167,0.441666667,0,120,0,0,0
Len Barrie,0,0,0,0.383333333,0.058333333,120,0,0,0
Alex Hicks,0.647058824,0.176470588,17,0.247933884,0.090909091,121,0,0,0
Magnus Paajarvi,0.735294118,0,34,0.347107438,0,121,0,0,0
Matt Halischuk,0.637931034,0,116,0.355371901,0.008264463,121,0,0,0
Ryan McDonagh,0.210526316,0,38,0.336065574,0,122,0,0,0
Maxim Galanov,0.551724138,0,87,0.163934426,0,122,0,0,0
Matt Smaby,0.209677419,0.02688172,186,0.049180328,0.032786885,122,0,0,0
Bobby Carpenter,0,0,0,0.229508197,0,122,0,0,0
Shawn Chambers,0,0,0,0.286885246,0,122,0,0,0
Bert Robertsson,0.261904762,0.071428571,126,0.113821138,0.040650407,123,0,0,0
Tony Twist,0,0,0,0.081300813,0.170731707,123,0,0,0
Jamie Wright,0.722826087,0.02173913,184,0.258064516,0.016129032,124,0,0,0
Brad Norton,0.239543726,0.11026616,263,0.088709677,0.217741935,124,0,0,0
Serge Payer,0.484375,0.036458333,384,0.10483871,0.048387097,124,0,0,0
Craig Janney,0,0,0,0.64516129,0,124,0,0,0
Shawn Heins,0.675862069,0.103448276,145,0.128,0.104,125,0,0,0
Sheldon Keefe,0.751677852,0,149,0.192,0.016,125,0,0,0
Tomas Surovy,0.83248731,0.005076142,197,0.468253968,0.007936508,126,0,0,0
Ryan Potulny,0.845394737,0.003289474,304,0.388888889,0,126,0,0,0
Bob Bassen,0,0,0,0.111111111,0.071428571,126,0,0,0
Taylor Hall,0,0,0,0.753968254,0.007936508,126,0,0,0
Mark Lawrence,0.615384615,0,39,0.338582677,0.015748031,127,0,0,0
Chris Murray,0.266666667,0.096296296,135,0.149606299,0.188976378,127,0,0,0
Wade Brookbank,0.074404762,0.291666667,336,0.070866142,0.354330709,127,0,0,0
Chris Taylor,0.932950192,0.003831418,522,0.220472441,0,127,0,0,0
Nick Leddy,0.454545455,0,22,0.34375,0,128,0,0,0
Alexander Perezhogin,0.597701149,0,87,0.265625,0,128,0,0,0
Petr Schastlivy,1.129032258,0,31,0.310077519,0,129,0,0,0
Jordan Hendry,0.194029851,0.039800995,201,0.100775194,0,129,0,0,0
Marty McSorley,0,0,0,0.170542636,0.186046512,129,0,0,0
Murray Craven,0,0,0,0.348837209,0.007751938,129,0,0,0
Paul Kruse,0,0,0,0.093023256,0.23255814,129,0,0,0
Oliver Ekman-Larsson,0.666666667,0,15,0.330769231,0,130,0,0,0
David Desharnais,1.005464481,0,183,0.638461538,0,130,0,0,0
Steve Leach,0.736842105,0,19,0.136363636,0.075757576,132,0,0,0
Mike Weber,0.237569061,0.077348066,181,0.189393939,0.075757576,132,0,0,0
Juha Lind,0.666666667,0,3,0.165413534,0.007518797,133,0,0,0
Joel Lundqvist,0.916666667,0,48,0.194029851,0,134,0,0,0
Brian Skrudland,0,0,0,0.156716418,0.014925373,134,0,0,0
Enver Lisin,0.614285714,0,70,0.311111111,0,135,0,0,0
Paul Bissonnette,0.186335404,0.378881988,161,0.059259259,0.318518519,135,0,0,0
John Slaney,0.833679834,0.002079002,481,0.281481481,0.007407407,135,0,0,0
Tomas Sandstrom,0,0,0,0.362962963,0,135,0,0,0
Mark Letestu,0.701570681,0.005235602,191,0.389705882,0.007352941,136,0,0,0
Maxim Kuznetsov,0.176470588,0.009803922,204,0.073529412,0.029411765,136,0,0,0
Terry Carkner,0,0,0,0.139705882,0.036764706,136,0,0,0
Kelly Chase,0,0,0,0.131386861,0.306569343,137,0,0,0
Kelly Miller,0,0,4,0.152173913,0.028985507,138,0,0,0
Brandon Yip,0.333333333,0,6,0.347826087,0.028985507,138,0,0,0
Jack Skille,0.71957672,0.031746032,189,0.268115942,0.043478261,138,0,0,0
Mark Fayne,0.210526316,0,19,0.223021583,0.007194245,139,0,0,0
Roman Lyashenko,0.76,0,200,0.165467626,0,139,0,0,0
Petteri Nummelin,0,0,0,0.323741007,0,139,0,0,0
Jeff Jillson,0.421641791,0.003731343,268,0.292857143,0.042857143,140,0,0,0
Sven Butenschon,0.573979592,0.043367347,392,0.1,0.014285714,140,0,0,0
Andrew Hutchinson,0.575757576,0.002525253,396,0.278571429,0,140,0,0,0
Tomi Kallio,0,0,0,0.392857143,0,140,0,0,0
Tomas Kloucek,0.166666667,0.076923077,312,0.070921986,0.063829787,141,0,0,0
Steve Kelly,0.868686869,0.045454545,396,0.141843972,0.021276596,141,0,0,0
Tom Chorske,0,0,0,0.312056738,0.007092199,141,0,0,0
Pierre Dagenais,0.721354167,0.0078125,384,0.408450704,0,142,0,0,0
Nolan Baumgartner,0.453584019,0.016451234,851,0.330985915,0.007042254,142,0,0,0
Jason Doig,0.390070922,0.085106383,282,0.153846154,0.111888112,143,0,0,0
Josh Langfeld,0.654362416,0.006711409,298,0.223776224,0,143,0,0,0
Jamie Macoun,0,0,0,0.125874126,0.006993007,143,0,0,0
Konstantin Koltsov,0.506666667,0.013333333,150,0.263888889,0,144,0,0,0
Jason Dawe,0.696245734,0,293,0.375,0,144,0,0,0
Joey Crabb,0.571906355,0.046822742,299,0.347222222,0.034722222,144,0,0,0
Dale Hunter,0,0,0,0.256944444,0.076388889,144,0,0,0
Ronnie Stern,0,0,0,0.172413793,0.137931034,145,0,0,0
Lasse Pirjeta,0.615384615,0,13,0.342465753,0,146,0,0,0
Nathan Gerbe,0.930693069,0.01980198,101,0.424657534,0,146,0,0,0
John Scott,0.080924855,0.167630058,173,0.034246575,0.150684932,146,0,0,0
Harold Druken,0.851428571,0.005714286,175,0.424657534,0,146,0,0,0
Bryan Helmer,0.541343669,0.028423773,774,0.178082192,0.034246575,146,0,0,0
Jeff Skinner,0,0,0,0.732876712,0,146,0,0,0
Chris Conner,0.825454545,0.003636364,275,0.285714286,0,147,0,0,0
Dave Gagner,0,0,0,0.517006803,0.013605442,147,0,0,0
Marcus Johansson,0,0,2,0.489932886,0.006711409,149,0,0,0
Krys Kolanos,0.973977695,0.011152416,269,0.281879195,0,149,0,0,0
Jere Karalahti,0,0,0,0.181208054,0.006711409,149,0,0,0
Jonathan Girard,0.596153846,0,104,0.293333333,0.013333333,150,0,0,0
Alex Burmistrov,0,0,0,0.32,0.006666667,150,0,0,0
Ed Olczyk,0,0,0,0.34,0.02,150,0,0,0
Peter Regin,0.839285714,0,56,0.344370861,0,151,0,0,0
Rob Zettler,0.237288136,0.084745763,59,0.119205298,0.086092715,151,0,0,0
Antti Aalto,0.768115942,0.014492754,69,0.185430464,0,151,0,0,0
Josef Marha,0.849206349,0,126,0.337748344,0,151,0,0,0
Doug Zmolek,0,0,0,0.205298013,0.139072848,151,0,0,0
Ken Baumgartner,0,0,0,0.033112583,0.231788079,151,0,0,0
Sami Helenius,0.043956044,0.175824176,91,0.032894737,0.164473684,152,0,0,0
Mika Alatalo,0,0,0,0.302631579,0,152,0,0,0
Wayne Gretzky,0,0,0,1,0,152,0,0,0
Kevin Shattenkirk,0.153846154,0,13,0.562091503,0.006535948,153,0,0,0
Matt Martin,0.409638554,0.168674699,83,0.196078431,0.202614379,153,0,0,0
Alexander Radulov,1.636363636,0,11,0.662337662,0,154,0,0,0
Jake Dowell,0.355450237,0.165876777,211,0.214285714,0.12987013,154,0,0,0
Kevin Dallman,0.368663594,0.00921659,217,0.201298701,0.006493506,154,0,0,0
Trevor Lewis,0.505494505,0.005494505,182,0.148387097,0.006451613,155,0,0,0
Steve Halko,0.304794521,0.023972603,292,0.096774194,0.019354839,155,0,0,0
Doug Bodger,0,0,0,0.225806452,0.006451613,155,0,0,0
Tyler Seguin,0,0,0,0.574193548,0,155,0,0,0
Mikael Holmqvist,0.583333333,0,24,0.224358974,0.019230769,156,0,0,0
Theo Peckham,0.265734266,0.174825175,143,0.108974359,0.121794872,156,0,0,0
Brandon Bochenski,1.116666667,0.005555556,180,0.435897436,0,156,0,0,0
Petr Buzek,0.25,0,4,0.197452229,0.012738854,157,0,0,0
Mike Watt,0.533333333,0.015686275,255,0.261146497,0.006369427,157,0,0,0
Jeff Hamilton,0.852842809,0.003344482,299,0.49044586,0,157,0,0,0
Kyle Clifford,0,0,0,0.165605096,0.184713376,157,0,0,0
Wendel Clark,0,0,0,0.464968153,0.050955414,157,0,0,0
Adam McQuaid,0.191011236,0.151685393,178,0.164556962,0.151898734,158,0,0,0
Niko Dimitrakos,0.712121212,0.003787879,264,0.392405063,0.012658228,158,0,0,0
Peter White,0.993670886,0.004219409,474,0.240506329,0.006329114,158,0,0,0
Cam Fowler,0,0,0,0.436708861,0,158,0,0,0
Lasse Kukkonen,0.297619048,0.011904762,84,0.13836478,0.006289308,159,0,0,0
Nikita Alexeev,0.32231405,0,121,0.232704403,0,159,0,0,0
P.K. Subban,0.688311688,0.025974026,77,0.475,0.05625,160,0,0,0
Craig Ludwig,0,0,0,0.09375,0.01875,160,0,0,0
Ladislav Benysek,0.183206107,0.007633588,131,0.093167702,0,161,0,0,0
Aaron Voros,0.379310345,0.137931034,203,0.228395062,0.259259259,162,0,0,0
Steve Guolla,1.232365145,0.008298755,241,0.401234568,0.018518519,162,0,0,0
Matt Carkner,0.269776876,0.1663286,493,0.135802469,0.259259259,162,0,0,0
Gerald Diduck,0,0,0,0.141975309,0.049382716,162,0,0,0
Ricard Persson,0.547169811,0.056603774,53,0.239263804,0.067484663,163,0,0,0
Lars Eller,0.814285714,0,70,0.288343558,0,163,0,0,0
Kevin Porter,0.775510204,0.020408163,98,0.27607362,0.006134969,163,0,0,0
Andrew Ebbett,0.971428571,0.004761905,210,0.355828221,0,163,0,0,0
Craig Darby,0.944690265,0,452,0.286585366,0,164,0,0,0
Derek Stepan,0,0,0,0.585365854,0,164,0,0,0
Keith Jones,0.75,0,4,0.530120482,0.018072289,166,0,0,0
Jamie McBain,0.538461538,0,78,0.403614458,0,166,0,0,0
Jean-Francois Jacques,0.682692308,0.120192308,208,0.102409639,0.126506024,166,0,0,0
Matt Beleskey,0.66,0.06,100,0.25748503,0.083832335,167,0,0,0
Bob Rouse,0,0,0,0.143712575,0.011976048,167,0,0,0
Derek Plante,0.929824561,0,57,0.363095238,0.005952381,168,0,0,0
Chris Herperger,0.622641509,0.018867925,53,0.25443787,0.017751479,169,0,0,0
Harry York,0,0,1,0.252941176,0.005882353,170,0,0,0
Mario Lemieux,0,0,0,1.347058824,0.011764706,170,0,0,0
Bryan Bickell,0.478070175,0.065789474,228,0.389534884,0.040697674,172,0,0,0
Jesse Boulerice,0.172588832,0.28680203,394,0.058139535,0.244186047,172,0,0,0
Louie DeBrusk,0.130952381,0.107142857,84,0.057803468,0.265895954,173,0,0,0
Mathias Tjarnqvist,0.621052632,0.010526316,95,0.184971098,0,173,0,0,0
Brad Marchand,0.805309735,0.026548673,113,0.560693642,0.023121387,173,0,0,0
Nicklas Bergfors,0.583657588,0,257,0.479768786,0,173,0,0,0
Mike Santorelli,0.826086957,0,207,0.316091954,0,174,0,0,0
Joe DiPenta,0.140039448,0.067061144,507,0.132183908,0.034482759,174,0,0,0
Mikael Andersson,0,0,0,0.17816092,0.005747126,174,0,0,0
Andreas Nodl,0.514018692,0,107,0.2,0,175,0,0,0
Tom Pyatt,0.532051282,0,156,0.177142857,0.005714286,175,0,0,0
Peter Harrold,0.598837209,0,172,0.16,0,175,0,0,0
Ben Guite,0.481292517,0.010204082,588,0.257142857,0.005714286,175,0,0,0
Sami Lepisto,0.696,0.008,125,0.198863636,0.005681818,176,0,0,0
Johan Garpenlov,0,0,0,0.215909091,0.005681818,176,0,0,0
Alex Pietrangelo,0,0,1,0.548022599,0.005649718,177,0,0,0
Petr Tenkrat,0.820512821,0,39,0.293785311,0,177,0,0,0
Tim Brent,0.80078125,0.02734375,256,0.254237288,0.011299435,177,0,0,0
Alex Henry,0.136792453,0.127358491,636,0.062146893,0.163841808,177,0,0,0
Eric Boguniecki,0.99375,0.021875,320,0.426966292,0,178,0,0,0
Alexander Svitov,0.692307692,0.096153846,52,0.206703911,0.033519553,179,0,0,0
Nick Spaling,0.41221374,0.007633588,131,0.217877095,0,179,0,0,0
Ryan Bayda,0.769230769,0.013377926,299,0.223463687,0.005586592,179,0,0,0
Derek King,0.574358974,0,195,0.594444444,0.005555556,180,0,0,0
Jeff Taffe,0.814946619,0.010676157,562,0.255555556,0,180,0,0,0
Ladislav Kohn,0.873913043,0.030434783,230,0.226519337,0.038674033,181,0,0,0
Dale Purinton,0.132,0.34,250,0.110497238,0.303867403,181,0,0,0
Mattias Weinhandl,0.923076923,0,104,0.307692308,0,182,0,0,0
Joe Murphy,0.501618123,0.01618123,309,0.565934066,0.032967033,182,0,0,0
Jason Demers,0.485436893,0.019417476,103,0.316939891,0.016393443,183,0,0,0
Adam Pardy,0.186335404,0.01863354,161,0.158469945,0.016393443,183,0,0,0
Todd Reirden,0.417322835,0,254,0.25136612,0.027322404,183,0,0,0
Logan Couture,1.152173913,0.02173913,46,0.706521739,0.005434783,184,0,0,0
Andrew MacDonald,0.403508772,0,114,0.288043478,0.010869565,184,0,0,0
Colin Wilson,0.85,0.075,40,0.454054054,0.016216216,185,0,0,0
John Carlson,0.8125,0,48,0.403225806,0,186,0,0,0
Kyle Turris,0.825581395,0,86,0.403225806,0.010752688,186,0,0,0
Carl Gunnarsson,0.166666667,0,12,0.288770053,0,187,0,0,0
Ryan Wilson,0.309859155,0.112676056,71,0.310160428,0.069518717,187,0,0,0
Brian Lee,0.317708333,0.078125,192,0.192513369,0.026737968,187,0,0,0
Ed Ward,0.507692308,0.046153846,65,0.132978723,0.053191489,188,0,0,0
Pierre Parenteau,0.967914439,0.00802139,374,0.686170213,0.005319149,188,0,0,0
Dave Ellett,0,0,0,0.207446809,0.010638298,188,0,0,0
Jiri Novotny,0.455,0,200,0.26984127,0,189,0,0,0
Jason Garrison,0.477876106,0.008849558,113,0.310526316,0.005263158,190,0,0,0
Rob Brown,1.055555556,0.015151515,198,0.457894737,0.010526316,190,0,0,0
Michel Ouellet,0.743961353,0.004830918,207,0.610526316,0,190,0,0,0
Doug Janik,0.328813559,0.054237288,590,0.1,0.042105263,190,0,0,0
Tyler Bozak,0.625,0,32,0.552083333,0,192,0,0,0
Blair Atcheynum,0.540540541,0,37,0.307291667,0,192,0,0,0
Marc Pouliot,0.864468864,0.010989011,273,0.296875,0.010416667,192,0,0,0
Pat Rissmiller,0.662857143,0.005714286,525,0.239583333,0,192,0,0,0
Denis Hamel,0.75794621,0.050122249,818,0.161458333,0.026041667,192,0,0,0
Ray Sheppard,0,0,0,0.598958333,0.005208333,192,0,0,0
Rob Valicevic,0.59469697,0,264,0.248704663,0.005181347,193,0,0,0
Derek MacKenzie,0.600725953,0.019963702,551,0.233160622,0.020725389,193,0,0,0
Bobby Dollas,0,0,0,0.155440415,0.010362694,193,0,0,0
Ulf Samuelsson,0,0,0,0.139896373,0.031088083,193,0,0,0
Matt Gilroy,0.8,0,5,0.237113402,0.005154639,194,0,0,0
J.J. Daigneault,0,0,0,0.21025641,0.005128205,195,0,0,0
James van Riemsdyk,0.285714286,0,7,0.505102041,0.005102041,196,0,0,0
Gino Odjick,0.230769231,0.153846154,13,0.224489796,0.168367347,196,0,0,0
Stanislav Chistov,0.538461538,0.038461538,26,0.31122449,0,196,0,0,0
Viktor Stalberg,0.846153846,0,39,0.413265306,0.010204082,196,0,0,0
Mike Zigomanis,0.826190476,0,420,0.203045685,0,197,0,0,0
Mark Janssens,0.428571429,0.035714286,28,0.095959596,0.141414141,198,0,0,0
Terry Yake,0.860759494,0,79,0.398989899,0,198,0,0,0
Dmitri Kulikov,0,0,0,0.353535354,0.005050505,198,0,0,0
Paul Coffey,0,0,0,0.439393939,0.005050505,198,0,0,0
Evgeni Artyukhin,0.225,0.05,40,0.246231156,0.060301508,199,0,0,0
Jeremy Stevenson,0.503030303,0.284848485,165,0.185929648,0.246231156,199,0,0,0
Jeff Finger,0.268398268,0.038961039,231,0.286432161,0.040201005,199,0,0,0
Duvie Westcott,0.55033557,0.046979866,149,0.278606965,0.024875622,201,0,0,0
Jeff Toms,1.009661836,0,207,0.223880597,0.004975124,201,0,0,0
Jim Campbell,0.793103448,0.00862069,348,0.437810945,0.014925373,201,0,0,0
Kris King,0,0,0,0.084577114,0.2039801,201,0,0,0
Max Pacioretty,0.87804878,0.024390244,82,0.564356436,0.01980198,202,0,0,0
Jay Harrison,0.280952381,0.066666667,420,0.202970297,0.079207921,202,0,0,0
Jason Krog,1.112132353,0.001838235,544,0.292079208,0,202,0,0,0
Ivan Majesky,0,0,0,0.153465347,0.02970297,202,0,0,0
Tommy Westlund,0.361702128,0.010638298,94,0.108374384,0.009852217,203,0,0,0
Pat Falloon,0,0,0,0.438423645,0,203,0,0,0
Tony Granato,0,0,0,0.290640394,0,203,0,0,0
Michael Del Zotto,0.636363636,0,11,0.43627451,0,204,0,0,0
David Harlock,0.325892857,0,224,0.078431373,0.004901961,204,0,0,0
Shawn Matthias,0.375,0,88,0.292682927,0.019512195,205,0,0,0
Espen Knutsen,0.441860465,0,43,0.536231884,0.004830918,207,0,0,0
Josef Beranek,0,0,0,0.468599034,0.014492754,207,0,0,0
Marc Bureau,0.647058824,0,17,0.177884615,0,208,0,0,0
Mikkel Boedker,0.72,0,100,0.331730769,0,208,0,0,0
Justin Abdelkader,0.697247706,0.110091743,109,0.224880383,0.04784689,209,0,0,0
Tom Wandell,0.358490566,0,53,0.199052133,0,211,0,0,0
Alexei Semenov,0.189873418,0.050632911,158,0.156398104,0.071090047,211,0,0,0
Wyatt Smith,0.706713781,0.010600707,566,0.151658768,0.004739336,211,0,0,0
Alexei Gusarov,0,0,0,0.18957346,0,211,0,0,0
Brian McGrattan,0.299180328,0.331967213,244,0.075471698,0.287735849,212,0,0,0
J.P. Vigier,0.813829787,0,188,0.215962441,0.004694836,213,0,0,0
Lubomir Sekeras,0,0,0,0.333333333,0,213,0,0,0
Sean Pronger,0.622222222,0.022222222,180,0.205607477,0.023364486,214,0,0,0
Victor Hedman,0,0,0,0.322429907,0.023364486,214,0,0,0
Ted Drury,0.432835821,0.014925373,67,0.148837209,0.027906977,215,0,0,0
Brad Chartrand,0.67816092,0.005747126,174,0.23255814,0.023255814,215,0,0,0
Matt Hendricks,0.655172414,0.090517241,232,0.23255814,0.181395349,215,0,0,0
Brad Staubitz,0.151898734,0.261603376,237,0.088372093,0.265116279,215,0,0,0
Ron Sutter,0,0,0,0.153488372,0.004651163,215,0,0,0
Erik Karlsson,0.916666667,0,12,0.689814815,0,216,0,0,0
James Black,0.617647059,0,34,0.311926606,0,218,0,0,0
Scott Ferguson,0.370927318,0.087719298,399,0.096330275,0.128440367,218,0,0,0
Sebastien Bordeleau,0.615384615,0.019230769,52,0.397260274,0.00456621,219,0,0,0
Jean-Yves Leroux,0.406779661,0.06779661,59,0.168949772,0.063926941,219,0,0,0
Rob Davison,0.142061281,0.167130919,359,0.082191781,0.132420091,219,0,0,0
Matt Duchene,0,0,0,0.684931507,0.00456621,219,0,0,0
Ken Belanger,0.5,0,10,0.095454545,0.222727273,220,0,0,0
Ville Leino,0.807017544,0,57,0.445454545,0,220,0,0,0
Andrew Murray,0.357512953,0.025906736,193,0.181818182,0,220,0,0,0
Guy Carbonneau,0,0,0,0.254545455,0.004545455,220,0,0,0
Jamie McGinn,0.646551724,0.043103448,116,0.280542986,0.027149321,221,0,0,0
Petr Svoboda,0.245762712,0,118,0.328828829,0.022522523,222,0,0,0
John Mitchell,0.485875706,0.019774011,354,0.31981982,0.009009009,222,0,0,0
Chris Butler,0.444444444,0,27,0.228699552,0,223,0,0,0
James Sheppard,0,0,4,0.21875,0.026785714,224,0,0,0
Pat Dwyer,0.574324324,0.02027027,296,0.191964286,0.004464286,224,0,0,0
Mark Rycroft,0.525773196,0.030927835,291,0.203539823,0.026548673,226,0,0,0
Denis Grebeshkov,0.388888889,0,90,0.370044053,0,227,0,0,0
Dmitri Afanasenkov,0.296875,0,128,0.237885463,0,227,0,0,0
Artem Chubarov,0.96969697,0,33,0.254385965,0,228,0,0,0
Jiri Tlusty,0.923076923,0,130,0.324561404,0,228,0,0,0
Stephane Richer,0,0,0,0.557017544,0.004385965,228,0,0,0
Andrew Peters,0.064655172,0.353448276,232,0.030567686,0.366812227,229,0,0,0
Pascal Trepanier,0.581300813,0.016260163,246,0.148471616,0.017467249,229,0,0,0
Darryl Shannon,0.25,0,4,0.282608696,0.008695652,230,0,0,0
Gord Murphy,0.375,0,8,0.22173913,0.004347826,230,0,0,0
Jack Hillen,0.515151515,0.03030303,33,0.243478261,0.004347826,230,0,0,0
Rico Fata,0.903614458,0.020080321,249,0.273913043,0.008695652,230,0,0,0
Aaron Gavey,0.701694915,0.016949153,295,0.260869565,0.047826087,230,0,0,0
Richard Jackman,0.714285714,0,28,0.333333333,0.008658009,231,0,0,0
Kamil Kreps,0.623931624,0,117,0.25862069,0.004310345,232,0,0,0
Jonathan Ericsson,0.443181818,0.045454545,176,0.189655172,0.030172414,232,0,0,0
Dmitri Mironov,0,0,0,0.38362069,0.004310345,232,0,0,0
Jesse Winchester,1,0,4,0.223175966,0.042918455,233,0,0,0
Craig MacDonald,0.753623188,0.008695652,345,0.150214592,0.004291845,233,0,0,0
Grant Ledyard,0,0,0,0.21888412,0.004291845,233,0,0,0
Ivan Novoseltsev,0.597701149,0,87,0.320512821,0.012820513,234,0,0,0
P.J. Stock,0.405857741,0.29707113,239,0.110638298,0.238297872,235,0,0,0
Brent Gilchrist,0,0,0,0.233050847,0.004237288,236,0,0,0
Rene Corbet,0,0,0,0.38559322,0.118644068,236,0,0,0
Ryan O'Reilly,0,0,0,0.453389831,0,236,0,0,0
Rory Fitzpatrick,0.338785047,0.035046729,428,0.135021097,0.016877637,237,0,0,0
Matt D'Agostini,0.790123457,0,162,0.37394958,0.021008403,238,0,0,0
Adam Burt,0,0,0,0.105042017,0.06302521,238,0,0,0
David Jones,0.666666667,0,45,0.489539749,0.008368201,239,0,0,0
Branislav Mezei,0.160493827,0.061728395,81,0.1,0.020833333,240,0,0,0
Reid Simpson,0.435643564,0.287128713,101,0.108333333,0.325,240,0,0,0
Juraj Kolnik,0.703007519,0.003759398,266,0.395833333,0,240,0,0,0
Mike Lundin,0.576923077,0,78,0.145228216,0,241,0,0,0
Vladimir Tsyplakov,0,0,0,0.502074689,0.004149378,241,0,0,0
Jeff Tambellini,1.148571429,0,175,0.260330579,0.004132231,242,0,0,0
Steve Martins,0.75,0,380,0.169421488,0.012396694,242,0,0,0
Hans Jonsson,0,0,0,0.198347107,0,242,0,0,0
Aaron Downey,0.22005571,0.298050139,359,0.074074074,0.205761317,243,0,0,0
John Tavares,0,0,0,0.83127572,0.004115226,243,0,0,0
Artem Anisimov,0.805194805,0.006493506,154,0.442622951,0,244,0,0,0
Stacy Roest,1.067567568,0,222,0.31147541,0,244,0,0,0
Hnat Domenichelli,0.982978723,0.008510638,235,0.43852459,0.008196721,244,0,0,0
Marty Murray,0.908474576,0.003389831,295,0.274590164,0.004098361,244,0,0,0
Bruce Gardiner,0.511111111,0,45,0.273469388,0.016326531,245,0,0,0
Petteri Nokelainen,0.352941176,0.014705882,68,0.167346939,0.020408163,245,0,0,0
Eric Perrin,1.056338028,0,71,0.424489796,0,245,0,0,0
Kevin Dean,0.256410256,0.012820513,78,0.171428571,0,245,0,0,0
Kevin Haller,0,0,0,0.118367347,0.028571429,245,0,0,0
Nathan Dempsey,0.583098592,0.008450704,355,0.349593496,0,246,0,0,0
Benoit Hogue,0,0,0,0.361788618,0.008130081,246,0,0,0
Per Svartvadet,0,0,6,0.206477733,0,247,0,0,0
Matt Hunwick,0.448275862,0.017241379,58,0.245967742,0.008064516,248,0,0,0
Jeff Nielsen,0.666666667,0,18,0.188,0.012,250,0,0,0
Chris McAlpine,0.540540541,0,37,0.108,0.008,250,0,0,0
Zenon Konopka,0.802867384,0.204301075,279,0.108,0.376,250,0,0,0
Mathieu Darche,0.825136612,0.003642987,549,0.288,0,250,0,0,0
Peter Popovic,0,0,0,0.103585657,0,251,0,0,0
Robert Nilsson,0.941176471,0,102,0.468253968,0,252,0,0,0
Mathieu Biron,0.332179931,0.017301038,289,0.173913043,0.003952569,253,0,0,0
Greg Adams,0,0,0,0.56916996,0.003952569,253,0,0,0
Mike Stapleton,0,0,0,0.228346457,0,254,0,0,0
Ryan Jones,0.613636364,0.068181818,44,0.341176471,0.011764706,255,0,0,0
Valeri Zelepukin,0.660714286,0,56,0.337254902,0.015686275,255,0,0,0
Bill Muckalt,0.333333333,0,9,0.37890625,0.046875,256,0,0,0
Dan Fritsche,0.588888889,0,90,0.296875,0.01171875,256,0,0,0
Rod Pelley,0.463576159,0.039735099,151,0.11328125,0.04296875,256,0,0,0
Reed Low,0.234126984,0.317460317,252,0.07421875,0.3203125,256,0,0,0
Lubos Bartecko,0.747368421,0,95,0.431906615,0,257,0,0,0
Benoit Pouliot,0.595890411,0.020547945,146,0.404669261,0.011673152,257,0,0,0
Kyle Quincey,0.373134328,0.044776119,201,0.369649805,0.011673152,257,0,0,0
Zack Stortini,0.218181818,0.195454545,220,0.159533074,0.319066148,257,0,0,0
Brad Werenka,0,0,0,0.23255814,0.031007752,258,0,0,0
Rich Pilon,0,0,0,0.115830116,0.11969112,259,0,0,0
Niklas Hjalmarsson,0.313131313,0.01010101,99,0.176923077,0.003846154,260,0,0,0
Garry Galley,0,0,0,0.396153846,0.026923077,260,0,0,0
Matt Ellis,0.550561798,0.003745318,267,0.157088123,0.003831418,261,0,0,0
Tanner Glass,0.274725275,0.208791209,91,0.148854962,0.152671756,262,0,0,0
Anthony Stewart,0.476923077,0.071794872,195,0.270992366,0.034351145,262,0,0,0
T.J. Oshie,0,0,0,0.667938931,0.003816794,262,0,0,0
Patric Hornqvist,0.714285714,0,49,0.566539924,0,263,0,0,0
Zach Bogosian,0.2,0,5,0.337121212,0.03030303,264,0,0,0
Andreas Karlsson,0.857142857,0,98,0.193181818,0,264,0,0,0
Nils Ekman,1.157894737,0.01754386,114,0.571969697,0.007575758,264,0,0,0
Jeff Norton,0,0,0,0.291666667,0.007575758,264,0,0,0
Mikko Eloranta,0,0,0,0.284090909,0.003787879,264,0,0,0
Anton Stralman,0.473684211,0,57,0.347169811,0.003773585,265,0,0,0
Ryan O'Byrne,0.220338983,0.076271186,118,0.12406015,0.04887218,266,0,0,0
Patrick Kaleta,0.218390805,0.183908046,87,0.187265918,0.119850187,267,0,0,0
Alexander Selivanov,0,0,0,0.5,0.018656716,268,0,0,0
Petr Cajanek,0.25,0,4,0.568773234,0.003717472,269,0,0,0
Jean-Luc Grand-Pierre,0.162878788,0.128787879,264,0.074349442,0.100371747,269,0,0,0
Paul Ranger,2,0,1,0.340740741,0,270,0,0,0
Oleg Petrov,0.875,0,16,0.518518519,0,270,0,0,0
Kyle Okposo,0.8,0,35,0.594095941,0.003690037,271,0,0,0
